concept,category,domain,hit_visual,hit_lexical,far_lexical,far_visual,Energy,JPEG_size,PNWS,H,S,V,layer3,layer6,layer8,coca_frequency,name_agreement,NoF_noTax,CS,MD,CSxD
dolphin,sea,living,0.795918,0.846154,0.740740741,0.5,7,5996,0.18461,0.13647,0.22809,91.402,1.129,1.7682,2.0967,2227,0.166666667,41,0.1694,0.087212683,1.646479442
dome,building,nonliving,0.428571,0.264706,0.4,0.428571429,9,12480,0.45373,0.13656,0.2276,91.3199,1.0537,1.4115,2.184,4894,0.416666667,50,0.15216,0.088656979,1.432860524
donkey,mammal,living,0.642857,0.62963,0.703703704,0.32,8,14274,0.58978,0.13708,0.22757,91.281,0.93902,1.4524,2.0927,1706,0.791666667,40,0.16016,0.098391061,2.014766767
donut,food,nonliving,0.510204,0.678571,NA,0.305555556,5,11682,0.66993,0.13687,0.22844,91.4086,1.2582,1.5351,1.8409,774,1,39,0.19325,0.127673098,1.532389937
door,house parts,living,0.257143,0.633333,0.628571429,0.26,3,8495,0.48162,0.13657,0.22881,91.281,1.1313,1.7875,1.8902,124993,1,42,0.14052,0.066159779,1.394837327
doorknob,house parts,nonliving,0.388889,NA,0.518518519,0.714285714,5,6993,0.80016,0.13758,0.22821,91.5479,1.1281,1.7685,1.695,772,1,36,0.15135,0.100629318,1.717862045
doubledecker bus,vehicle,nonliving,0.714286,NA,0.580645161,0.106382979,11,12837,0.59268,0.1386,0.22867,91.5855,0.74568,1.3253,1.8436,4,0.75,38,0.17231,0.081094896,1.620188684
dragon statue,decorative,nonliving,0.551724,0.740741,0.25,0.16,5,17053,0.61304,0.13857,0.22933,91.5781,0.85019,1.3155,1.6401,5352,1,56,0.12577,0.079089822,1.615178052
dragonfly,insect,living,0.75,0.62963,0.535714286,0.24,8,9870,0.33039,0.13845,0.22922,91.4504,0.98756,1.5626,1.9191,455,0.25,29,0.15022,0.094014791,1.740176903
dress,clothing,nonliving,0.387755,0.75,0.518518519,0.137931034,3,8288,0.42536,0.13829,0.22958,91.4769,1.1438,1.6494,1.8758,21362,1,47,0.18776,0.109954034,2.498953131
dress shoe,clothing,nonliving,0.535714,0.56,0.692307692,0.16,3,12501,0.5596,0.13872,0.22919,91.3384,1.1531,1.4217,2.1454,141,0.125,37,0.18241,0.116946472,2.114748296
dresser,furniture,nonliving,0.655172,0.642857,0.555555556,0.62,11,12941,0.79494,0.13858,0.23025,91.5772,1.0293,1.3221,1.6923,2097,0.541666667,29,0.12922,0.057683856,1.336657746
drill,tool,nonliving,0.363636,0.651163,0.5,0.142857143,5,5732,0.22038,0.13842,0.22985,91.3873,1.2172,1.8873,1.8607,4909,0.708333333,42,0.1385,0.072841505,1.347272911
driver,sports,nonliving,0.346939,0.37037,0.142857143,0.24137931,11,6298,0.17524,0.13795,0.22907,91.166,1.2084,1.8517,1.6303,31633,1,43,0.13967,0.072085376,1.406143056
drum,musical instruments,nonliving,0.56,0.685714,0.793103448,0.4,8,16315,0.6988,0.1378,0.22947,91.3166,0.78075,1.31,1.7131,6423,0.916666667,42,0.14824,0.092312565,1.528160798
drum set,musical instruments,nonliving,0.583333,0.666667,NA,0.085106383,16,15217,0.61709,0.13825,0.22943,91.4202,0.84931,1.3641,1.5837,10,0.875,34,0.16556,0.071309856,1.709998457
dryer,appliances,nonliving,0.58,0.535714,0.538461538,0.481481481,4,8076,0.70677,0.13908,0.22884,91.5922,1.0775,1.5367,1.7648,1610,0.96,42,0.13768,0.064768346,1.913784266
duck,birds,living,0.5,0.533333,NA,0.527777778,5,9183,0.40446,0.13893,0.22855,91.4843,0.93077,1.6009,1.8633,8335,0.916666667,27,0.17267,0.058342954,1.215865549
dumbbell,sports,nonliving,0.510204,0.428571,0.321428571,0.379310345,5,8701,0.42158,0.13917,0.22794,91.3304,0.99621,1.4999,1.6744,1222,0.25,26,0.13313,0.073914386,1.581665766
dumpster,street items,nonliving,0.4,0.485714,0.413793103,0.142857143,2,8469,0.55601,0.13949,0.22756,91.1662,1.1234,1.4854,1.9733,665,0.375,32,0.20093,0.094741159,1.483995033
dustpan,household items,nonliving,0.510204,0.457143,0.366666667,0.277777778,3,7124,0.50184,0.13985,0.22781,91.1787,0.98303,1.9213,1.7816,85,0.625,39,0.15296,0.108069005,2.438803854
eagle,birds,living,0.78,0.764706,0.655172414,0.657142857,4,7053,0.6678,0.14008,0.22738,91.3094,1.009,1.9034,2.3079,3362,1,37,0.18051,0.069467369,1.578391288
ear,body parts,living,0.78,0.857143,0.344827586,0.171428571,7,13862,0.67272,0.13993,0.22765,91.3874,1.0794,1.4363,2.2839,29597,0.72,42,0.17318,0.098153256,1.905857628
earring,clothing,nonliving,0.535714,0.407407,0.423076923,0.22,12,7548,0.26402,0.13992,0.22733,91.2573,1.0922,1.724,2.0006,2829,1,45,0.12581,0.085098599,1.52195454
earthworm,insect,living,0.655172,0.821429,0.321428571,0.18,6,6737,0.67973,0.13988,0.22831,91.4422,0.9312,1.8075,1.9206,328,0.56,46,0.14519,0.091973143,1.815806892
easel,tool,nonliving,0.444444,0.586207,0.285714286,0.32,17,6878,0.2362,0.1396,0.22805,91.3091,1.0805,1.7819,2.0917,1172,0.565217391,48,0.14211,0.099230833,1.782450129
easter egg,holiday,nonliving,0.62,0.482759,NA,0.111111111,9,12429,0.60022,0.13979,0.22856,91.4343,0.82097,1.3138,1.7752,261,0.958333333,47,0.14245,0.101431328,1.651952784
egg,birds,living,0.644444,0.681818,0.28,0.166666667,3,6198,0.5661,0.13957,0.22803,91.5277,1.4526,1.8471,1.7957,27917,0.958333333,42,0.17799,0.097157612,2.395593439
eggplant,vegetable,living,0.777778,0.72,0.6,0.644444444,3,6121,0.43358,0.13964,0.22798,91.4016,1.0827,1.797,1.8807,1430,0.916666667,36,0.18149,0.105632143,3.047911552
electric drumset,musical instruments,nonliving,0.333333,NA,0.392857143,0.24,22,21703,0.67378,0.14042,0.22812,91.4567,0.82685,1.3874,1.8305,1,0.166666667,42,0.15822,0.081907378,1.94211604
electric guitar,musical instruments,nonliving,0.510204,0.571429,0.615384615,0.413793103,11,10282,0.33999,0.1402,0.22816,91.3808,0.93869,1.3115,1.3988,7712,0.291666667,48,0.1512,0.093432925,1.467289762
electric razor,electronics,nonliving,0.45614,0.461538,0.302325581,0.2,3,8679,0.39964,0.13999,0.22767,91.1971,0.9857,1.5087,1.5812,62,0.333333333,42,0.14044,0.061887164,1.183456628
electric saw,tool,nonliving,0.285714,0.535714,0.259259259,0.2,11,11385,0.39503,0.14019,0.22712,91.0852,0.84813,1.4249,1.7836,41,0.041666667,52,0.15393,0.093586103,1.638133522
elephant,mammal,living,0.727273,0.777778,0.418604651,0.488888889,5,11486,0.52213,0.13998,0.22713,91.0679,0.89156,1.377,1.8276,6038,1,43,0.16335,0.100787822,2.579673734
elliptical,sports,nonliving,0.428571,NA,0.387096774,0.125,9,8886,0.27656,0.13988,0.22654,90.9081,1.0097,1.6005,1.899,948,1,42,0.1386,0.085283983,1.937554506
emu,birds,living,0.689655,0.5,0.37037037,0.56,7,11083,0.34589,0.13964,0.2265,90.8328,1.0366,1.4183,1.833,350,0.333333333,40,0.1819,0.07308577,1.687120456
end table,furniture,nonliving,0.428571,0.6,0.481481481,0.222222222,7,11793,0.43161,0.13941,0.22658,90.8018,0.92877,1.4318,1.9661,236,0,46,0.13655,0.086988351,1.884625275
envelopes,office tool,nonliving,0.4,NA,0.642857143,0.693877551,18,8957,0.41311,0.13971,0.22623,90.8005,0.99348,1.7136,2.3498,1485,0.291666667,38,0.15728,0.116139762,2.136607827
escalator,house parts,nonliving,0.428571,0.5,0.192307692,0.148148148,9,10494,0.39592,0.13992,0.22584,90.7308,1.031,1.5609,1.7486,743,1,47,0.165,0.096140267,1.809472245
eye,body parts,living,NA,0.4,NA,0.194444444,7,12273,0.69572,0.14019,0.22579,90.8323,1.0141,1.4468,2.2236,NA,1,38,0.14965,0.083506943,2.145169848
eyeglasses,clothing,nonliving,0.489796,0.517241,NA,0.147058824,18,10062,0.33329,0.14005,0.22593,90.7619,0.85979,1.5543,2.0326,13025,0.791666667,36,0.15652,0.119474924,1.803347327
factory,building,nonliving,0.408163,0.428571,0.222222222,0.285714286,11,7956,0.34206,0.13982,0.22564,90.6486,1.0826,1.7948,2.1656,16240,0.666666667,37,0.16298,0.094530583,1.768778484
fairy statue,decorative,nonliving,0.785714,0.48,0.204545455,0.155555556,7,8824,0.46711,0.13972,0.22593,90.7021,0.93301,1.4401,1.8333,3315,1,41,0.12984,0.075000813,1.855553178
false teeth,body parts,living,0.862069,0.777778,0.214285714,0.14,10,13214,0.96667,0.13969,0.22718,91.0745,0.91655,1.2595,1.8686,182,1,36,0.14223,0.087083226,1.85706164
fan,appliances,nonliving,0.555556,0.636364,0.538461538,0.290909091,9,6323,0.49649,0.13954,0.2268,91.1328,1.0197,1.8505,2.1071,32919,NA,75,0.13375,0.093306486,1.720152913
fanny-pack,clothing,nonliving,0.222222,NA,0.35483871,0.16,5,11549,0.48142,0.13996,0.2269,91.0686,0.96473,1.6123,1.6106,10,0.956521739,39,0.16956,0.097363385,2.068539911
faucet,house parts,nonliving,0.6,0.571429,0.269230769,0.310344828,18,9457,0.70396,0.13997,0.2263,91.2572,0.92766,1.4955,1.6416,1352,0.958333333,43,0.1491,0.119723569,2.277853648
feather,birds,living,0.611111,NA,0.714285714,0.428571429,3,6069,0.34359,0.13971,0.22615,91.1476,1.2071,2.0973,2.3369,5744,1,42,0.12293,0.09725537,2.109339421
female suit,clothing,nonliving,0.36,0.37037,0.222222222,0.107142857,3,6875,0.52938,0.13965,0.22585,91.0042,0.89012,1.7604,1.8025,384,0.291666667,37,0.18126,0.115342086,1.911240884
ferris wheel,building,nonliving,0.482759,0.464286,0.392857143,0.163265306,35,18812,0.80203,0.13988,0.22559,91.2494,0.91771,1.3116,1.9208,302,1,40,0.15486,0.10860525,1.779575913
fez,clothing,nonliving,0.5,0.355556,0.4,0.218181818,3,7288,0.47351,0.13982,0.22608,91.1401,0.93747,1.6843,1.6434,105,0.125,48,0.15391,0.105147579,1.776749486
file,tool,nonliving,0.6,NA,0.379310345,0.208333333,11,4626,0.20334,0.13976,0.22542,90.8181,1.3342,1.9781,2.1637,20832,0.166666667,27,0.15475,0.07237384,1.309470331
file cabinet,furniture,nonliving,0.5,0.407407,0.5,0.32,3,5754,0.41896,0.14008,0.22569,90.9629,0.95841,1.9669,1.8761,243,0.791666667,38,0.16723,0.085355783,1.54010736
filmreel,tool,nonliving,0.465116,0.380952,NA,NA,43,16166,0.55223,0.13959,0.22549,90.7746,0.69073,1.4493,1.8295,1,0.333333333,38,0.12946,0.083659025,2.052213714
finger,body parts,living,0.840909,0.790698,0.666666667,0.071428571,6,4958,0.26889,0.1393,0.22531,90.6585,1.1823,2.0047,1.8561,40842,0.36,38,0.15817,0.086305983,1.871193153
fire hat,clothing,nonliving,0.490909,0.518519,0.279069767,0.222222222,28,15670,0.70196,0.13912,0.22625,90.8119,0.69989,1.3337,1.6504,4,0.916666667,50,0.152,0.083906447,1.649100821
fire hydrant,street items,nonliving,0.42,0.666667,0.44,0.275862069,4,10420,0.45471,0.13974,0.22666,90.8198,0.83043,1.4868,1.6582,172,1,40,0.14817,0.114190353,2.055198183
fire station,building,nonliving,0.485714,NA,0.517241379,0.244897959,6,15905,0.99946,0.14013,0.22707,91.113,0.89313,1.3154,2.1948,466,0.458333333,30,0.16881,0.094240576,2.08155957
fireplace,house parts,nonliving,0.52,0.642857,0.222222222,0.172413793,4,13063,0.88049,0.13998,0.22796,91.2281,1.1675,1.6951,2.2987,4240,1,45,0.16299,0.123040771,2.122348264
firetruck,vehicle,nonliving,0.88,0.5,NA,0.388888889,16,11891,0.34818,0.14003,0.22773,91.1588,1.0154,1.282,2.1284,87,1,37,0.1545,0.094592893,1.782247303
firewood,household items,nonliving,0.489796,0.451613,NA,0.147058824,4,10499,0.50744,0.1398,0.22773,91.1546,0.99432,1.7346,2.1913,992,0.375,30,0.21002,0.118837054,1.530085353
fish,sea,living,0.734694,0.857143,0.821428571,0.259259259,9,8880,0.35887,0.1397,0.22729,91.0761,0.99435,1.444,2.0681,41488,0.96,40,0.18647,0.084491006,1.869057396
fish hook,tool,nonliving,0.777778,0.55814,0.6,0.245614035,9,6874,0.25859,0.13949,0.227,90.9608,1.1495,1.876,2.2359,37,0.416666667,38,0.18868,0.135131278,1.686804237
fishbowl,furniture,nonliving,0.58,0.428571,NA,0.138888889,5,14254,0.75322,0.13959,0.22685,91.1301,0.94456,1.4938,1.7901,211,0.208333333,43,0.18811,0.121393327,1.754094912
fishing lure,tool,nonliving,0.844444,0.704545,0.423076923,0.192982456,16,8265,0.27724,0.13941,0.22673,91.0304,0.87253,1.4282,1.7904,29,0,38,0.14129,0.078477597,1.558002399
fishtank,furniture,nonliving,0.82,0.962963,NA,NA,19,16299,0.92278,0.14039,0.22678,91.1565,0.92445,1.326,2.4319,20,0.583333333,33,0.17202,0.112118682,1.663405069
flag,street items,nonliving,0.38,0.628571,0.448275862,0.055555556,5,10533,0.63951,0.14066,0.2267,91.2346,0.96756,1.7526,2.2404,13655,1,37,0.14104,0.096548764,2.575910474
flamingo,birds,living,0.857143,0.866667,0.441176471,0.469387755,9,7079,0.3213,0.1405,0.22659,91.1704,1.073,1.4612,1.8691,318,1,28,0.18346,0.073297837,1.303224121
flashlight,tool,nonliving,0.529412,0.518519,0.488888889,0.318181818,4,5634,0.23262,0.14022,0.22621,90.9928,1.124,2.1618,2.1449,3428,1,46,0.16732,0.08725727,1.450464256
flask,kitchen items,nonliving,0.6,0.703704,0.392857143,0.482758621,23,12917,0.50821,0.1401,0.22586,91.0444,1.0866,1.5798,2.155,838,0.875,45,0.14459,0.109898888,1.880260351
flour,food,nonliving,0.596491,0.32,0.2,0.177777778,5,13092,0.92206,0.14004,0.22602,91.3732,0.99716,1.3818,1.9044,9103,0.75,50,0.1468,0.099548444,1.94480677
flower,plant,living,0.696429,0.769231,0.681818182,0.2,4,12242,0.78223,0.14137,0.22717,91.5251,0.72451,1.3462,1.8678,25642,0.791666667,38,0.17777,0.102540085,1.633628976
flower pot,household items,nonliving,0.577778,0.622222,0.666666667,0.245283019,10,11594,0.7972,0.14189,0.22744,91.686,0.83249,1.5051,1.9251,62,0.826086957,50,0.14266,0.092373467,2.4347096
flute,musical instruments,nonliving,0.5,0.666667,0.514285714,0.163265306,18,4785,0.0912,0.14156,0.22688,91.4781,1.3518,2.0977,1.9097,1875,0.75,43,0.1399,0.090453546,1.616278407
flying insect,insect,living,0.8,0.735294,0.730769231,0.228571429,7,13077,0.49308,0.14141,0.2272,91.5035,0.88287,1.3451,1.8588,2043,0.916666667,41,0.17444,0.09225232,1.973114575
fondue fork,kitchen items,nonliving,0.581395,0.272727,0.333333333,0.25,29,3437,0.06376,0.14107,0.22665,91.2847,1.3983,2.442,2.4435,833,0.260869565,35,0.15558,0.111989615,1.94416327
food processor,kitchen items,nonliving,0.470588,0.517241,0.382352941,0.16,6,8933,0.49091,0.14083,0.22623,91.2597,1.0096,1.4778,1.7866,2067,0.25,45,0.12803,0.082517903,1.926976464
football,sports,nonliving,0.472222,NA,0.6,0.14893617,4,13021,0.47859,0.14058,0.22654,91.2174,0.88723,1.3615,1.9303,25271,0.8,39,0.17468,0.122397898,1.82487698
fork,kitchen items,nonliving,0.37931,0.607143,0.428571429,0.36,9,4326,0.65454,0.14027,0.22597,91.4105,1.3805,2.2115,1.7474,7742,1,47,0.14174,0.094271305,1.83390102
fossil,sea,living,0.583333,0.7,0.457142857,0.16,3,9432,0.53252,0.14013,0.226,91.4772,1.0619,1.6564,2.0806,4970,0.958333333,33,0.15327,0.109349843,1.915144048
fountain,street items,nonliving,0.618182,0.807692,0.422222222,0.288888889,6,9981,0.31922,0.14015,0.22557,91.3424,1.1147,1.6728,2.3872,4496,0.958333333,40,0.16198,0.109618574,1.530595834
fox,mammal,living,0.66,0.714286,0.586206897,0.527777778,5,8660,0.45424,0.14017,0.22537,91.3081,0.92464,1.2072,2.1345,2524,1,40,0.17748,0.078855663,2.213841059
frame,household items,nonliving,0.464286,0.407407,0.481481481,0.265306122,10,13701,0.50232,0.14004,0.22563,91.3296,0.83123,1.4079,1.668,20081,0.666666667,51,0.13582,0.094731143,2.099484514
french fries,food,nonliving,0.638889,0.666667,0.457142857,0.163265306,8,13804,0.61943,0.1399,0.22623,91.427,0.9771,1.3347,1.6212,2727,1,27,0.19802,0.110107236,2.30581158
french press,kitchen items,nonliving,0.68,0.233333,NA,0.222222222,15,8238,0.55843,0.14028,0.22607,91.4799,0.94518,1.4766,1.6243,83,0.208333333,45,0.12302,0.090615188,2.012463502
fried egg,food,nonliving,0.722222,0.7,0.314285714,0.224489796,3,5211,0.94051,0.14027,0.22578,91.8426,1.3291,1.7074,1.8435,27917,0.375,35,0.1761,0.096898711,2.113386112
frying pan,kitchen items,nonliving,0.574074,0.481481,0.534883721,0.181818182,4,7259,0.3116,0.14004,0.22541,91.6991,1.0918,1.8701,1.8652,1096,0.125,31,0.14528,0.077136695,1.455422145
funnel,tool,nonliving,0.25,0.37037,0.392857143,0.1875,3,8305,0.53188,0.14008,0.22509,91.6711,1.0691,2.0043,2.0997,1273,0.791666667,36,0.14215,0.100533578,2.136127546
galleon,vehicle,nonliving,0.571429,0.428571,0.178571429,0.392857143,11,14008,0.83019,0.13999,0.22491,91.8705,0.92734,1.6058,2.2955,136,0.375,36,0.17024,0.097775805,1.42122552
gamepad,electronics,nonliving,0.470588,0.645161,NA,0.104166667,4,6267,0.35511,0.13994,0.22443,91.8005,1.1262,1.487,1.569,6,0.416666667,37,0.13484,0.070534327,1.963401805
garlic,vegetable,living,0.724138,0.592593,0.37037037,0.204081633,8,10996,0.56783,0.14001,0.22428,91.8865,1.1435,1.3899,1.8428,11449,0.458333333,32,0.23387,0.127492375,2.409318705
gas can,tool,nonliving,0.711111,0.581395,0.37037037,0.482142857,4,6734,0.43069,0.1398,0.22457,91.8688,1.0134,1.555,1.745,180,0.5,33,0.1671,0.079886892,1.286030809
gas mask,military,nonliving,0.551724,0.714286,0.321428571,0.265306122,7,14059,0.64272,0.13991,0.22452,91.826,0.89048,1.2983,1.6305,14,0.4,41,0.15486,0.085683634,1.706782898
gas station,building,nonliving,0.527778,NA,0.466666667,0.44,6,9756,0.36249,0.13987,0.2242,91.7078,1.0839,1.6295,2.1412,1917,1,31,0.18563,0.115955809,1.288949245
gavel,tool,nonliving,0.361111,0.5,0.441176471,0.26,4,6619,0.2936,0.13993,0.2238,91.55,1.0901,1.899,1.8205,389,0.5,31,0.14519,0.097597916,1.549765999
gear,tool,nonliving,0.631579,0.407407,0.390243902,0.266666667,9,12189,0.40348,0.13991,0.22345,91.4487,0.88889,1.3399,1.7787,12872,0.666666667,25,0.17028,0.06932908,1.740590405
geode,decorative,nonliving,0.814815,0.5,0.177777778,0.133333333,6,13016,0.67132,0.14046,0.22377,91.4591,0.96943,1.4537,1.9856,92,0.583333333,31,0.13267,0.076198001,2.501414757
german shepard,mammal,living,0.711111,0.711111,NA,NA,6,10703,0.39349,0.14027,0.22372,91.42,1.1274,1.2521,1.9018,11,0.75,42,0.16262,0.056645874,1.170007735
ghost,holiday,nonliving,0.714286,0.4,0.275862069,0.176470588,8,8146,0.46092,0.14013,0.22332,91.4108,1.0013,1.5762,1.856,9564,0.958333333,21,0.17063,0.114144682,1.751766097
gift,holiday,nonliving,0.5,0.785714,0.607142857,0.172413793,8,15156,0.70657,0.14004,0.22526,91.6918,0.80972,1.429,1.9064,27050,1,25,0.32282,0.118640761,1.258625072
gift bag,holiday,nonliving,0.36,0.571429,0.5,0.206896552,26,24891,0.77866,0.14019,0.22414,91.5514,0.8683,1.4154,2.1344,46,1,29,0.15677,0.072715751,1.087743006
gift bow,holiday,nonliving,0.58,0.444444,0.192307692,0.178571429,2,11575,0.58133,0.14006,0.22479,91.5903,0.77517,1.4824,1.6199,6800,0.75,38,0.13942,0.076886318,0.934611425
ginger,vegetable,living,0.857143,0.538462,0.295454545,0.355555556,7,9435,0.47098,0.1399,0.22545,91.7383,0.91299,1.6122,2.0291,2971,0.708333333,35,0.21388,0.118312897,1.830744505
ginkgo leaf,plant,living,0.7,0.428571,0.185185185,0.142857143,2,8697,0.56943,0.13991,0.22608,91.751,1.1623,1.6922,2.1425,24044,0.791666667,33,0.20603,0.118779824,1.739182519
giraffe,mammal,nonliving,0.88,0.777778,0.576923077,0.857142857,6,8556,0.26359,0.13971,0.22587,91.641,1.0614,1.5654,2.2512,716,1,40,0.2051,0.079725923,1.900931778
giraffe toy,toys,nonliving,0.535714,0.821429,0.518518519,0.16,8,7227,0.41523,0.13959,0.22614,91.6511,1.0092,1.6749,1.9356,1,0.625,34,0.16771,0.072131252,1.584823239
glass,kitchen items,nonliving,0.2,0.545455,0.384615385,0.160714286,18,5835,0.56373,0.13932,0.22556,91.752,1.1871,1.9097,1.8835,49686,0.958333333,34,0.16233,0.077972719,1.72936768
globe,decorative,nonliving,0.622222,0.674419,0.461538462,0.345454545,14,20024,0.6941,0.13942,0.22586,91.8107,0.9286,1.2403,1.9823,5166,0.291666667,30,0.13972,0.066163672,1.353914781
glove,clothing,nonliving,0.4375,NA,NA,0.181818182,3,10398,0.55276,0.13982,0.2256,91.7237,0.97681,1.5748,2.1611,10218,1,35,0.16521,0.091506367,1.885281297
goat,mammal,living,0.75,0.711111,0.518518519,0.456140351,9,5918,0.4153,0.13966,0.2253,91.7343,1.2415,1.6132,2.0079,5459,0.958333333,35,0.18274,0.066978962,1.745954409
goggles,clothing,nonliving,0.448276,0.535714,0.714285714,0.2,14,11939,0.35784,0.13941,0.2249,91.6184,0.84214,1.423,1.6011,1262,0.958333333,38,0.19463,0.111584642,1.701027357
golf bag,sports,nonliving,0.444444,0.428571,NA,NA,5,12370,0.58077,0.13935,0.22457,91.5283,0.78273,1.3885,1.5577,1,1,42,0.10544,0.05056677,1.182934492
golf ball,sports,nonliving,0.488889,0.571429,NA,NA,3,9251,0.82441,0.13919,0.22445,91.7167,1.5916,1.6965,1.8931,4,0.88,31,0.14811,0.103791065,1.457860569
golfcart,vehicle,nonliving,0.611111,NA,0.419354839,0.4,19,13843,0.62889,0.13904,0.22388,91.5637,0.72369,1.4053,1.8809,1,0.916666667,35,0.15433,0.071496822,1.343685475
golf club,sports,nonliving,0.781818,0.730769,0.395348837,0.422222222,33,3873,0.08374,0.1389,0.22402,91.5321,1.3466,2.3049,2.2865,2,0.958333333,46,0.18073,0.061537878,1.098967016
gong,musical instruments,nonliving,0.314286,NA,0.433333333,0.34,11,13228,0.48374,0.13913,0.22371,91.5279,0.79133,1.359,1.7742,447,0.875,30,0.11847,0.076723085,1.683270348
goose,birds,living,0.688889,0.444444,0.423076923,0.517857143,6,9422,0.34021,0.139,0.2233,91.4135,0.93387,1.4168,1.8579,4216,0.541666667,37,0.18274,0.062070087,1.497540241
gorilla,mammal,living,0.886792,0.807692,0.4,0.581395349,4,11553,0.98887,0.13937,0.22404,91.5962,0.91952,1.3641,1.9979,1770,0.916666667,46,0.16955,0.092187791,2.057359545
gourd instrument,musical instruments,nonliving,0.8,0.435897,NA,NA,4,14413,0.46639,0.13917,0.22425,91.5731,1.0174,1.319,1.7913,1,0.125,36,0.13924,0.076541974,1.366425608
gramophone,musical instruments,nonliving,0.428571,0.233333,0.342857143,0.387755102,2,11082,0.68971,0.13957,0.2242,91.5477,1.0061,1.4788,1.7289,156,0.086956522,28,0.18443,0.070082918,1.338719069
grandfather clock,furniture,nonliving,0.444444,NA,0.62962963,0.14,7,10677,0.44524,0.13942,0.22414,91.4847,0.98295,1.4081,1.8415,150,0.708333333,31,0.17304,0.076814273,1.587141753
grape,fruit,living,0.714286,0.518519,0.45,0.355555556,5,10471,0.4028,0.13981,0.22406,91.4049,1.0142,1.427,1.6434,5318,0.958333333,30,0.18257,0.076145153,1.868624225
grapefruit,fruit,living,0.78,0.714286,0.384615385,0.357142857,5,14339,0.99392,0.13988,0.22473,91.7541,0.95842,1.4215,1.7822,1069,0.833333333,36,0.21582,0.092878929,2.040721678
grater,kitchen items,nonliving,0.555556,0.595238,0.481481481,0.185185185,19,10231,0.42484,0.14014,0.2244,91.7427,1.0781,1.6047,1.932,161,0.916666667,27,0.1445,0.044519437,0.739147245
great dane,mammal,living,0.755556,0.622222,0.36,0.303571429,15,9592,0.50927,0.13996,0.22413,91.7857,1.1005,1.4961,1.9568,104,0,50,0.16716,0.053207793,1.395772549
greenhouse,building,nonliving,0.886364,0.688889,0.481481481,0.196428571,5,12207,0.4525,0.13993,0.22382,91.7112,1.0598,1.4538,2.0064,4744,0.958333333,35,0.18958,0.08713602,1.370658762
grenade,military,nonliving,0.685714,NA,0.533333333,0.74,6,14281,0.57716,0.14011,0.22374,91.6957,0.89985,1.5973,1.7782,2276,0.92,28,0.20847,0.117395406,1.22067703
greyhound,mammal,living,0.551724,0.571429,0.642857143,0.28,5,7731,0.33093,0.13995,0.22348,91.5977,1.0136,1.5428,1.9416,241,0.333333333,45,0.18284,0.087949388,2.140823757
grill,furniture,nonliving,0.409091,0.466667,0.518518519,0.188679245,5,10317,0.56801,0.14025,0.2238,91.6188,0.82185,1.288,1.5175,4593,0.75,36,0.12791,0.076622444,1.187501378
ground beef,food,nonliving,0.821429,0.740741,0.185185185,0.12244898,6,13402,0.52424,0.1401,0.22412,91.6576,1.0611,1.3912,1.6125,8416,0.166666667,31,0.19529,0.105545677,2.276311519
guardrail,street items,nonliving,0.428571,0.318182,0.295454545,0.244444444,7,6847,0.58492,0.14034,0.22375,91.7448,1.1466,1.9756,1.9087,244,0.166666667,36,0.16662,0.081238244,1.683291545
guinea pig,mammal,living,0.66,0.703704,0.407407407,0.333333333,3,8174,0.46152,0.14018,0.22363,91.7224,1.1291,1.6559,2.0674,2,0.5,41,0.14555,0.061169213,1.75132014
guitar case,musical instruments,nonliving,0.464286,0.642857,NA,NA,6,9266,0.51071,0.14015,0.22388,91.6954,0.87952,1.5775,1.7491,5,1,49,0.14207,0.082520905,1.50638812
guitar tuner,electronics,nonliving,0.489796,NA,NA,0.227272727,4,7592,0.4545,0.1403,0.22348,91.5891,0.95549,1.8355,1.8107,1,0.375,37,0.15139,0.090038341,1.648411624
gun,military,nonliving,0.592593,0.518519,0.465116279,0.244444444,7,8016,0.36322,0.14018,0.22316,91.4554,1.0177,1.6395,1.5543,47305,0.875,27,0.20469,0.101694119,1.340675875
hacksaw,tool,nonliving,0.485714,0.428571,0.4,0.26,21,4812,0.38353,0.13999,0.22331,91.4552,1.1572,2.0994,2.1317,17,0.041666667,31,0.19864,0.060345406,1.066281207
hairbrush,household items,nonliving,0.488889,0.568182,0.423076923,0.196428571,9,10776,0.36812,0.13981,0.22311,91.3996,1.1199,1.5248,2.161,173,0.583333333,34,0.11104,0.080582891,2.027461848
haircomb,clothing,nonliving,0.777778,0.395349,NA,NA,19,19705,0.79236,0.1399,0.224,91.5224,0.73228,1.2493,1.8708,1,0.625,48,0.13082,0.072572205,1.515222802
hairdryer,tool,nonliving,0.517241,0.692308,0.571428571,0.285714286,9,5419,0.38174,0.14024,0.22357,91.4999,1.346,1.8204,1.5234,25,0.75,49,0.15848,0.105430118,1.990688707
HAM radio,electronics,nonliving,0.535714,0.321429,0.214285714,0.24,8,15641,0.65089,0.16409,0.21705,82.8415,0.87616,1.3538,1.8671,43156,0,52,0.15159,0.107795037,1.942887916
hammer,tool,nonliving,0.514286,NA,0.6,0.306122449,8,5407,0.16934,0.13999,0.2233,91.3504,1.2365,1.7301,2.1906,3380,1,29,0.1254,0.065475796,1.620885548
